combination,emd,System,Tiempo
"(, D); (BEF, EF)",0.125,"('DEF', 'BEF')",00:00.013121
"(, D); (CDE, EF)",0.125,"('DEF', 'CDE')",00:00.010753
"(, D); (CDF, EF)",0.125,"('DEF', 'CDF')",00:00.011611
"(, D); (CEF, EF)",0.125,"('DEF', 'CEF')",00:00.011315
"(, D); (DEF, EF)",0.125,"('DEF', 'DEF')",00:00.011353
"(, A); (ABCD, BC)",0.09375,"('ABC', 'ABCD')",00:00.024629
"(, A); (ABCE, BC)",0.09375,"('ABC', 'ABCE')",00:00.024016
"(, A); (ABCF, BC)",0.09375,"('ABC', 'ABCF')",00:00.026465
"(, A); (ABDE, BC)",0.09375,"('ABC', 'ABDE')",00:00.030805
"(, A); (ABDF, BC)",0.09375,"('ABC', 'ABDF')",00:00.026649
"(, A); (ABEF, BC)",0.09375,"('ABC', 'ABEF')",00:00.026095
"(, A); (ACDE, BC)",0.09375,"('ABC', 'ACDE')",00:00.023138
"(, A); (ACDF, BC)",0.09375,"('ABC', 'ACDF')",00:00.025568
"(, A); (ACEF, BC)",0.09375,"('ABC', 'ACEF')",00:00.027750
"(, A); (ADEF, BC)",0.09375,"('ABC', 'ADEF')",00:00.024228
"(, A); (BCDE, BC)",0.09375,"('ABC', 'BCDE')",00:00.023706
"(, A); (BCDF, BC)",0.09375,"('ABC', 'BCDF')",00:00.026148
"(, A); (BCEF, BC)",0.09375,"('ABC', 'BCEF')",00:00.028605
"(, A); (BDEF, BC)",0.09375,"('ABC', 'BDEF')",00:00.027110
"(, A); (CDEF, BC)",0.09375,"('ABC', 'CDEF')",00:00.024989
"(, A); (ABCD, BD)",0.09375,"('ABD', 'ABCD')",00:00.024046
"(, A); (ABCE, BD)",0.09375,"('ABD', 'ABCE')",00:00.024502
"(, A); (ABCF, BD)",0.09375,"('ABD', 'ABCF')",00:00.025635
"(, A); (ABDE, BD)",0.09375,"('ABD', 'ABDE')",00:00.028108
"(, A); (ABDF, BD)",0.09375,"('ABD', 'ABDF')",00:00.024174
"(, A); (ABEF, BD)",0.09375,"('ABD', 'ABEF')",00:00.027826
"(, A); (ACDE, BD)",0.09375,"('ABD', 'ACDE')",00:00.024594
"(, A); (ACDF, BD)",0.09375,"('ABD', 'ACDF')",00:00.026097
"(, A); (ACEF, BD)",0.09375,"('ABD', 'ACEF')",00:00.025388
"(, A); (ADEF, BD)",0.09375,"('ABD', 'ADEF')",00:00.025630
"(, A); (BCDE, BD)",0.09375,"('ABD', 'BCDE')",00:00.027532
"(, A); (BCDF, BD)",0.09375,"('ABD', 'BCDF')",00:00.026884
"(, A); (BCEF, BD)",0.09375,"('ABD', 'BCEF')",00:00.026914
"(, A); (BDEF, BD)",0.09375,"('ABD', 'BDEF')",00:00.025795
"(, A); (CDEF, BD)",0.09375,"('ABD', 'CDEF')",00:00.023928
"(, A); (ABCD, BE)",0.09375,"('ABE', 'ABCD')",00:00.026062
"(, A); (ABCE, BE)",0.09375,"('ABE', 'ABCE')",00:00.024940
"(, A); (ABCF, BE)",0.09375,"('ABE', 'ABCF')",00:00.024997
"(, A); (ABDE, BE)",0.09375,"('ABE', 'ABDE')",00:00.026537
"(, A); (ABDF, BE)",0.09375,"('ABE', 'ABDF')",00:00.025855
"(, A); (ABEF, BE)",0.09375,"('ABE', 'ABEF')",00:00.024310
"(, A); (ACDE, BE)",0.09375,"('ABE', 'ACDE')",00:00.025203
"(, A); (ACDF, BE)",0.09375,"('ABE', 'ACDF')",00:00.023341
"(, A); (ACEF, BE)",0.09375,"('ABE', 'ACEF')",00:00.027338
"(, A); (ADEF, BE)",0.09375,"('ABE', 'ADEF')",00:00.024016
"(, A); (BCDE, BE)",0.09375,"('ABE', 'BCDE')",00:00.029993
"(, A); (BCDF, BE)",0.09375,"('ABE', 'BCDF')",00:00.028233
"(, A); (BCEF, BE)",0.09375,"('ABE', 'BCEF')",00:00.025630
"(, A); (BDEF, BE)",0.09375,"('ABE', 'BDEF')",00:00.026037
"(, A); (CDEF, BE)",0.09375,"('ABE', 'CDEF')",00:00.025214
"(, A); (ABCD, BF)",0.09375,"('ABF', 'ABCD')",00:00.029566
"(, A); (ABCE, BF)",0.09375,"('ABF', 'ABCE')",00:00.025923
"(, A); (ABCF, BF)",0.09375,"('ABF', 'ABCF')",00:00.024052
"(, A); (ABDE, BF)",0.09375,"('ABF', 'ABDE')",00:00.025537
"(, A); (ABDF, BF)",0.09375,"('ABF', 'ABDF')",00:00.025584
"(, A); (ABEF, BF)",0.09375,"('ABF', 'ABEF')",00:00.023530
"(, A); (ACDE, BF)",0.09375,"('ABF', 'ACDE')",00:00.023707
"(, A); (ACDF, BF)",0.09375,"('ABF', 'ACDF')",00:00.024023
"(, A); (ACEF, BF)",0.09375,"('ABF', 'ACEF')",00:00.027254
"(, A); (ADEF, BF)",0.09375,"('ABF', 'ADEF')",00:00.025916
"(, A); (BCDE, BF)",0.09375,"('ABF', 'BCDE')",00:00.027909
"(, A); (BCDF, BF)",0.09375,"('ABF', 'BCDF')",00:00.026825
"(, A); (BCEF, BF)",0.09375,"('ABF', 'BCEF')",00:00.026967
"(, A); (BDEF, BF)",0.09375,"('ABF', 'BDEF')",00:00.027641
"(, A); (CDEF, BF)",0.09375,"('ABF', 'CDEF')",00:00.024381
"(, A); (ABCD, CD)",0.09375,"('ACD', 'ABCD')",00:00.023894
"(, A); (ABCE, CD)",0.09375,"('ACD', 'ABCE')",00:00.025856
"(, A); (ABCF, CD)",0.09375,"('ACD', 'ABCF')",00:00.025705
"(, A); (ABDE, CD)",0.09375,"('ACD', 'ABDE')",00:00.027582
"(, A); (ABDF, CD)",0.09375,"('ACD', 'ABDF')",00:00.025034
"(, A); (ABEF, CD)",0.09375,"('ACD', 'ABEF')",00:00.024956
"(, A); (ACDE, CD)",0.09375,"('ACD', 'ACDE')",00:00.025485
"(, A); (ACDF, CD)",0.09375,"('ACD', 'ACDF')",00:00.024880
"(, A); (ACEF, CD)",0.09375,"('ACD', 'ACEF')",00:00.024941
"(, A); (ADEF, CD)",0.09375,"('ACD', 'ADEF')",00:00.027182
"(, A); (BCDE, CD)",0.09375,"('ACD', 'BCDE')",00:00.025339
"(, A); (BCDF, CD)",0.09375,"('ACD', 'BCDF')",00:00.022956
"(, A); (BCEF, CD)",0.09375,"('ACD', 'BCEF')",00:00.023928
"(, A); (BDEF, CD)",0.09375,"('ACD', 'BDEF')",00:00.026426
"(, A); (CDEF, CD)",0.09375,"('ACD', 'CDEF')",00:00.026634
"(, A); (ABCD, CE)",0.09375,"('ACE', 'ABCD')",00:00.025381
"(, A); (ABCE, CE)",0.09375,"('ACE', 'ABCE')",00:00.023651
"(, A); (ABCF, CE)",0.09375,"('ACE', 'ABCF')",00:00.027734
"(, A); (ABDE, CE)",0.09375,"('ACE', 'ABDE')",00:00.025984
"(, A); (ABDF, CE)",0.09375,"('ACE', 'ABDF')",00:00.025912
"(, A); (ABEF, CE)",0.09375,"('ACE', 'ABEF')",00:00.025110
"(, A); (ACDE, CE)",0.09375,"('ACE', 'ACDE')",00:00.024878
"(, A); (ACDF, CE)",0.09375,"('ACE', 'ACDF')",00:00.026469
"(, A); (ACEF, CE)",0.09375,"('ACE', 'ACEF')",00:00.026731
"(, A); (ADEF, CE)",0.09375,"('ACE', 'ADEF')",00:00.023554
"(, A); (BCDE, CE)",0.09375,"('ACE', 'BCDE')",00:00.025830
"(, A); (BCDF, CE)",0.09375,"('ACE', 'BCDF')",00:00.027431
"(, A); (BCEF, CE)",0.09375,"('ACE', 'BCEF')",00:00.026482
"(, A); (BDEF, CE)",0.09375,"('ACE', 'BDEF')",00:00.024018
"(, A); (CDEF, CE)",0.09375,"('ACE', 'CDEF')",00:00.024022
"(, A); (ABCD, CF)",0.09375,"('ACF', 'ABCD')",00:00.027529
"(, A); (ABCE, CF)",0.09375,"('ACF', 'ABCE')",00:00.026120
"(, A); (ABCF, CF)",0.09375,"('ACF', 'ABCF')",00:00.023902
"(, A); (ABDE, CF)",0.09375,"('ACF', 'ABDE')",00:00.032575
"(, A); (ABDF, CF)",0.09375,"('ACF', 'ABDF')",00:00.031737
"(, A); (ABEF, CF)",0.09375,"('ACF', 'ABEF')",00:00.025480
"(, A); (ACDE, CF)",0.09375,"('ACF', 'ACDE')",00:00.023501
"(, A); (ACDF, CF)",0.09375,"('ACF', 'ACDF')",00:00.025610
"(, A); (ACEF, CF)",0.09375,"('ACF', 'ACEF')",00:00.027900
"(, A); (ADEF, CF)",0.09375,"('ACF', 'ADEF')",00:00.026090
"(, A); (BCDE, CF)",0.09375,"('ACF', 'BCDE')",00:00.026009
"(, A); (BCDF, CF)",0.09375,"('ACF', 'BCDF')",00:00.025237
"(, A); (BCEF, CF)",0.09375,"('ACF', 'BCEF')",00:00.025094
"(, A); (BDEF, CF)",0.09375,"('ACF', 'BDEF')",00:00.024029
"(, A); (CDEF, CF)",0.09375,"('ACF', 'CDEF')",00:00.025017
"(, A); (ABCD, DE)",0.09375,"('ADE', 'ABCD')",00:00.026424
"(, A); (ABCE, DE)",0.09375,"('ADE', 'ABCE')",00:00.026875
"(, A); (ABCF, DE)",0.09375,"('ADE', 'ABCF')",00:00.025161
"(, A); (ABDE, DE)",0.09375,"('ADE', 'ABDE')",00:00.027545
"(, A); (ABDF, DE)",0.09375,"('ADE', 'ABDF')",00:00.024044
"(, A); (ABEF, DE)",0.09375,"('ADE', 'ABEF')",00:00.025121
"(, A); (ACDE, DE)",0.09375,"('ADE', 'ACDE')",00:00.024321
"(, A); (ACDF, DE)",0.09375,"('ADE', 'ACDF')",00:00.026937
"(, A); (ACEF, DE)",0.09375,"('ADE', 'ACEF')",00:00.025843
"(, A); (ADEF, DE)",0.09375,"('ADE', 'ADEF')",00:00.024942
"(, A); (BCDE, DE)",0.09375,"('ADE', 'BCDE')",00:00.026531
"(, A); (BCDF, DE)",0.09375,"('ADE', 'BCDF')",00:00.027972
"(, A); (BCEF, DE)",0.09375,"('ADE', 'BCEF')",00:00.024239
"(, A); (BDEF, DE)",0.09375,"('ADE', 'BDEF')",00:00.024522
"(, A); (CDEF, DE)",0.09375,"('ADE', 'CDEF')",00:00.025444
"(, A); (ABCD, DF)",0.09375,"('ADF', 'ABCD')",00:00.026952
"(, A); (ABCE, DF)",0.09375,"('ADF', 'ABCE')",00:00.025766
"(, A); (ABCF, DF)",0.09375,"('ADF', 'ABCF')",00:00.025021
"(, A); (ABDE, DF)",0.09375,"('ADF', 'ABDE')",00:00.026190
"(, A); (ABDF, DF)",0.09375,"('ADF', 'ABDF')",00:00.026030
"(, A); (ABEF, DF)",0.09375,"('ADF', 'ABEF')",00:00.026257
"(, A); (ACDE, DF)",0.09375,"('ADF', 'ACDE')",00:00.025413
"(, A); (ACDF, DF)",0.09375,"('ADF', 'ACDF')",00:00.024679
"(, A); (ACEF, DF)",0.09375,"('ADF', 'ACEF')",00:00.025638
"(, A); (ADEF, DF)",0.09375,"('ADF', 'ADEF')",00:00.025272
"(, A); (BCDE, DF)",0.09375,"('ADF', 'BCDE')",00:00.029229
"(, A); (BCDF, DF)",0.09375,"('ADF', 'BCDF')",00:00.026899
"(, A); (BCEF, DF)",0.09375,"('ADF', 'BCEF')",00:00.024712
"(, A); (BDEF, DF)",0.09375,"('ADF', 'BDEF')",00:00.026127
"(, A); (CDEF, DF)",0.09375,"('ADF', 'CDEF')",00:00.025057
"(, A); (ABCD, EF)",0.09375,"('AEF', 'ABCD')",00:00.025193
"(, A); (ABCE, EF)",0.09375,"('AEF', 'ABCE')",00:00.024018
"(, A); (ABCF, EF)",0.09375,"('AEF', 'ABCF')",00:00.028049
"(, A); (ABDE, EF)",0.09375,"('AEF', 'ABDE')",00:00.027921
"(, A); (ABDF, EF)",0.09375,"('AEF', 'ABDF')",00:00.025723
"(, A); (ABEF, EF)",0.09375,"('AEF', 'ABEF')",00:00.024080
"(, A); (ACDE, EF)",0.09375,"('AEF', 'ACDE')",00:00.024687
"(, A); (ACDF, EF)",0.09375,"('AEF', 'ACDF')",00:00.025675
"(, A); (ACEF, EF)",0.09375,"('AEF', 'ACEF')",00:00.024927
"(, A); (ADEF, EF)",0.09375,"('AEF', 'ADEF')",00:00.023332
"(, A); (BCDE, EF)",0.09375,"('AEF', 'BCDE')",00:00.024147
"(, A); (BCDF, EF)",0.09375,"('AEF', 'BCDF')",00:00.028196
"(, A); (BCEF, EF)",0.09375,"('AEF', 'BCEF')",00:00.026447
"(, A); (BDEF, EF)",0.09375,"('AEF', 'BDEF')",00:00.025257
"(, A); (CDEF, EF)",0.09375,"('AEF', 'CDEF')",00:00.023020
"(, B); (ABCD, CD)",0.09375,"('BCD', 'ABCD')",00:00.024533
"(, B); (ABCE, CD)",0.09375,"('BCD', 'ABCE')",00:00.026510
"(, B); (ABCF, CD)",0.09375,"('BCD', 'ABCF')",00:00.025258
"(, B); (ABDE, CD)",0.09375,"('BCD', 'ABDE')",00:00.025899
"(, B); (ABDF, CD)",0.09375,"('BCD', 'ABDF')",00:00.028665
"(, B); (ABEF, CD)",0.09375,"('BCD', 'ABEF')",00:00.024295
"(, B); (ACDE, CD)",0.09375,"('BCD', 'ACDE')",00:00.023043
"(, B); (ACDF, CD)",0.09375,"('BCD', 'ACDF')",00:00.025033
"(, B); (ACEF, CD)",0.09375,"('BCD', 'ACEF')",00:00.025206
"(, B); (ADEF, CD)",0.09375,"('BCD', 'ADEF')",00:00.024492
"(, B); (BCDE, CD)",0.09375,"('BCD', 'BCDE')",00:00.028287
"(, B); (BCDF, CD)",0.09375,"('BCD', 'BCDF')",00:00.028784
"(, B); (BCEF, CD)",0.09375,"('BCD', 'BCEF')",00:00.026217
"(, B); (BDEF, CD)",0.09375,"('BCD', 'BDEF')",00:00.025018
"(, B); (CDEF, CD)",0.09375,"('BCD', 'CDEF')",00:00.024827
"(, B); (ABCD, CE)",0.09375,"('BCE', 'ABCD')",00:00.025424
"(, B); (ABCE, CE)",0.09375,"('BCE', 'ABCE')",00:00.023659
"(, B); (ABCF, CE)",0.09375,"('BCE', 'ABCF')",00:00.024410
"(, B); (ABDE, CE)",0.09375,"('BCE', 'ABDE')",00:00.032302
"(, B); (ABDF, CE)",0.09375,"('BCE', 'ABDF')",00:00.025543
"(, B); (ABEF, CE)",0.09375,"('BCE', 'ABEF')",00:00.025121
"(, B); (ACDE, CE)",0.09375,"('BCE', 'ACDE')",00:00.024664
"(, B); (ACDF, CE)",0.09375,"('BCE', 'ACDF')",00:00.027093
"(, B); (ACEF, CE)",0.09375,"('BCE', 'ACEF')",00:00.026938
"(, B); (ADEF, CE)",0.09375,"('BCE', 'ADEF')",00:00.025528
"(, B); (BCDE, CE)",0.09375,"('BCE', 'BCDE')",00:00.027972
"(, B); (BCDF, CE)",0.09375,"('BCE', 'BCDF')",00:00.025849
"(, B); (BCEF, CE)",0.09375,"('BCE', 'BCEF')",00:00.026683
"(, B); (BDEF, CE)",0.09375,"('BCE', 'BDEF')",00:00.025925
"(, B); (CDEF, CE)",0.09375,"('BCE', 'CDEF')",00:00.024398
"(, B); (ABCD, CF)",0.09375,"('BCF', 'ABCD')",00:00.023282
"(, B); (ABCE, CF)",0.09375,"('BCF', 'ABCE')",00:00.024021
"(, B); (ABCF, CF)",0.09375,"('BCF', 'ABCF')",00:00.023376
"(, B); (ABDE, CF)",0.09375,"('BCF', 'ABDE')",00:00.024291
"(, B); (ABDF, CF)",0.09375,"('BCF', 'ABDF')",00:00.024095
"(, B); (ABEF, CF)",0.09375,"('BCF', 'ABEF')",00:00.025125
"(, B); (ACDE, CF)",0.09375,"('BCF', 'ACDE')",00:00.025366
"(, B); (ACDF, CF)",0.09375,"('BCF', 'ACDF')",00:00.025989
"(, B); (ACEF, CF)",0.09375,"('BCF', 'ACEF')",00:00.024000
"(, B); (ADEF, CF)",0.09375,"('BCF', 'ADEF')",00:00.026043
"(, B); (BCDE, CF)",0.09375,"('BCF', 'BCDE')",00:00.023442
"(, B); (BCDF, CF)",0.09375,"('BCF', 'BCDF')",00:00.024144
"(, B); (BCEF, CF)",0.09375,"('BCF', 'BCEF')",00:00.026218
"(, B); (BDEF, CF)",0.09375,"('BCF', 'BDEF')",00:00.029016
"(, B); (CDEF, CF)",0.09375,"('BCF', 'CDEF')",00:00.025222
"(, B); (ABCD, DE)",0.09375,"('BDE', 'ABCD')",00:00.024141
"(, B); (ABCE, DE)",0.09375,"('BDE', 'ABCE')",00:00.024179
"(, B); (ABCF, DE)",0.09375,"('BDE', 'ABCF')",00:00.033139
"(, B); (ABDE, DE)",0.09375,"('BDE', 'ABDE')",00:00.027191
"(, B); (ABDF, DE)",0.09375,"('BDE', 'ABDF')",00:00.026103
"(, B); (ABEF, DE)",0.09375,"('BDE', 'ABEF')",00:00.029770
"(, B); (ACDE, DE)",0.09375,"('BDE', 'ACDE')",00:00.027086
"(, B); (ACDF, DE)",0.09375,"('BDE', 'ACDF')",00:00.023776
"(, B); (ACEF, DE)",0.09375,"('BDE', 'ACEF')",00:00.024714
"(, B); (ADEF, DE)",0.09375,"('BDE', 'ADEF')",00:00.023446
"(, B); (BCDE, DE)",0.09375,"('BDE', 'BCDE')",00:00.026196
"(, B); (BCDF, DE)",0.09375,"('BDE', 'BCDF')",00:00.026310
"(, B); (BCEF, DE)",0.09375,"('BDE', 'BCEF')",00:00.027087
"(, B); (BDEF, DE)",0.09375,"('BDE', 'BDEF')",00:00.028014
"(, B); (CDEF, DE)",0.09375,"('BDE', 'CDEF')",00:00.025723
"(, B); (ABCD, DF)",0.09375,"('BDF', 'ABCD')",00:00.024405
"(, B); (ABCE, DF)",0.09375,"('BDF', 'ABCE')",00:00.025428
"(, B); (ABCF, DF)",0.09375,"('BDF', 'ABCF')",00:00.026415
"(, B); (ABDE, DF)",0.09375,"('BDF', 'ABDE')",00:00.027644
"(, B); (ABDF, DF)",0.09375,"('BDF', 'ABDF')",00:00.024533
"(, B); (ABEF, DF)",0.09375,"('BDF', 'ABEF')",00:00.024132
"(, B); (ACDE, DF)",0.09375,"('BDF', 'ACDE')",00:00.028418
"(, B); (ACDF, DF)",0.09375,"('BDF', 'ACDF')",00:00.024028
"(, B); (ACEF, DF)",0.09375,"('BDF', 'ACEF')",00:00.023906
"(, B); (ADEF, DF)",0.09375,"('BDF', 'ADEF')",00:00.024446
"(, B); (BCDE, DF)",0.09375,"('BDF', 'BCDE')",00:00.026097
"(, B); (BCDF, DF)",0.09375,"('BDF', 'BCDF')",00:00.025403
"(, B); (BCEF, DF)",0.09375,"('BDF', 'BCEF')",00:00.028712
"(, B); (BDEF, DF)",0.09375,"('BDF', 'BDEF')",00:00.025749
"(, B); (CDEF, DF)",0.09375,"('BDF', 'CDEF')",00:00.024899
"(, B); (ABCD, EF)",0.09375,"('BEF', 'ABCD')",00:00.026327
"(, B); (ABCE, EF)",0.09375,"('BEF', 'ABCE')",00:00.026158
"(, B); (ABCF, EF)",0.09375,"('BEF', 'ABCF')",00:00.024442
"(, B); (ABDE, EF)",0.09375,"('BEF', 'ABDE')",00:00.025161
"(, B); (ABDF, EF)",0.09375,"('BEF', 'ABDF')",00:00.027676
"(, B); (ABEF, EF)",0.09375,"('BEF', 'ABEF')",00:00.027106
"(, B); (ACDE, EF)",0.09375,"('BEF', 'ACDE')",00:00.027641
"(, B); (ACDF, EF)",0.09375,"('BEF', 'ACDF')",00:00.025090
"(, B); (ACEF, EF)",0.09375,"('BEF', 'ACEF')",00:00.023392
"(, B); (ADEF, EF)",0.09375,"('BEF', 'ADEF')",00:00.024128
"(, B); (BCDE, EF)",0.09375,"('BEF', 'BCDE')",00:00.024409
"(, B); (BCDF, EF)",0.09375,"('BEF', 'BCDF')",00:00.025515
"(, B); (BCEF, EF)",0.09375,"('BEF', 'BCEF')",00:00.025865
"(, B); (BDEF, EF)",0.09375,"('BEF', 'BDEF')",00:00.029930
"(, B); (CDEF, EF)",0.09375,"('BEF', 'CDEF')",00:00.025017
"(, C); (ABCD, DE)",0.09375,"('CDE', 'ABCD')",00:00.025265
"(, C); (ABCE, DE)",0.09375,"('CDE', 'ABCE')",00:00.024734
"(, C); (ABCF, DE)",0.09375,"('CDE', 'ABCF')",00:00.024416
"(, C); (ABDE, DE)",0.09375,"('CDE', 'ABDE')",00:00.027143
"(, C); (ABDF, DE)",0.09375,"('CDE', 'ABDF')",00:00.028217
"(, C); (ABEF, DE)",0.09375,"('CDE', 'ABEF')",00:00.028128
"(, C); (ACDE, DE)",0.09375,"('CDE', 'ACDE')",00:00.027039
"(, C); (ACDF, DE)",0.09375,"('CDE', 'ACDF')",00:00.024392
"(, C); (ACEF, DE)",0.09375,"('CDE', 'ACEF')",00:00.025686
"(, C); (ADEF, DE)",0.09375,"('CDE', 'ADEF')",00:00.024450
"(, C); (BCDE, DE)",0.09375,"('CDE', 'BCDE')",00:00.028200
"(, C); (BCDF, DE)",0.09375,"('CDE', 'BCDF')",00:00.025168
"(, C); (BCEF, DE)",0.09375,"('CDE', 'BCEF')",00:00.025020
"(, C); (BDEF, DE)",0.09375,"('CDE', 'BDEF')",00:00.026985
"(, C); (CDEF, DE)",0.09375,"('CDE', 'CDEF')",00:00.026109
"(, C); (ABCD, DF)",0.09375,"('CDF', 'ABCD')",00:00.024353
"(, C); (ABCE, DF)",0.09375,"('CDF', 'ABCE')",00:00.023502
"(, C); (ABCF, DF)",0.09375,"('CDF', 'ABCF')",00:00.025145
"(, C); (ABDE, DF)",0.09375,"('CDF', 'ABDE')",00:00.026189
"(, C); (ABDF, DF)",0.09375,"('CDF', 'ABDF')",00:00.025336
"(, C); (ABEF, DF)",0.09375,"('CDF', 'ABEF')",00:00.025865
"(, C); (ACDE, DF)",0.09375,"('CDF', 'ACDE')",00:00.027822
"(, C); (ACDF, DF)",0.09375,"('CDF', 'ACDF')",00:00.025131
"(, C); (ACEF, DF)",0.09375,"('CDF', 'ACEF')",00:00.024604
"(, C); (ADEF, DF)",0.09375,"('CDF', 'ADEF')",00:00.023861
"(, C); (BCDE, DF)",0.09375,"('CDF', 'BCDE')",00:00.025661
"(, C); (BCDF, DF)",0.09375,"('CDF', 'BCDF')",00:00.026434
"(, C); (BCEF, DF)",0.09375,"('CDF', 'BCEF')",00:00.028758
"(, C); (BDEF, DF)",0.09375,"('CDF', 'BDEF')",00:00.026085
"(, C); (CDEF, DF)",0.09375,"('CDF', 'CDEF')",00:00.024413
"(, C); (ABCD, EF)",0.09375,"('CEF', 'ABCD')",00:00.025692
"(, C); (ABCE, EF)",0.09375,"('CEF', 'ABCE')",00:00.025213
"(, C); (ABCF, EF)",0.09375,"('CEF', 'ABCF')",00:00.025223
"(, C); (ABDE, EF)",0.09375,"('CEF', 'ABDE')",00:00.025076
"(, C); (ABDF, EF)",0.09375,"('CEF', 'ABDF')",00:00.026653
"(, C); (ABEF, EF)",0.09375,"('CEF', 'ABEF')",00:00.026940
"(, C); (ACDE, EF)",0.09375,"('CEF', 'ACDE')",00:00.026376
"(, C); (ACDF, EF)",0.09375,"('CEF', 'ACDF')",00:00.024039
"(, C); (ACEF, EF)",0.09375,"('CEF', 'ACEF')",00:00.023432
"(, C); (ADEF, EF)",0.09375,"('CEF', 'ADEF')",00:00.023965
"(, C); (BCDE, EF)",0.09375,"('CEF', 'BCDE')",00:00.025976
"(, C); (BCDF, EF)",0.09375,"('CEF', 'BCDF')",00:00.029298
"(, C); (BCEF, EF)",0.09375,"('CEF', 'BCEF')",00:00.026982
"(, C); (BDEF, EF)",0.09375,"('CEF', 'BDEF')",00:00.026624
"(, C); (CDEF, EF)",0.09375,"('CEF', 'CDEF')",00:00.025748
"(, D); (ABCD, EF)",0.09375,"('DEF', 'ABCD')",00:00.025220
"(, D); (ABCE, EF)",0.09375,"('DEF', 'ABCE')",00:00.025259
"(, D); (ABCF, EF)",0.09375,"('DEF', 'ABCF')",00:00.025769
"(, D); (ABDE, EF)",0.09375,"('DEF', 'ABDE')",00:00.027729
"(, D); (ABDF, EF)",0.09375,"('DEF', 'ABDF')",00:00.025716
"(, D); (ABEF, EF)",0.09375,"('DEF', 'ABEF')",00:00.023594
"(, D); (ACDE, EF)",0.09375,"('DEF', 'ACDE')",00:00.025784
"(, D); (ACDF, EF)",0.09375,"('DEF', 'ACDF')",00:00.024261
"(, D); (ACEF, EF)",0.09375,"('DEF', 'ACEF')",00:00.025672
"(, D); (ADEF, EF)",0.09375,"('DEF', 'ADEF')",00:00.026635
"(, D); (BCDE, EF)",0.09375,"('DEF', 'BCDE')",00:00.024588
"(, D); (BCDF, EF)",0.09375,"('DEF', 'BCDF')",00:00.024727
"(, D); (BCEF, EF)",0.09375,"('DEF', 'BCEF')",00:00.025623
"(, D); (BDEF, EF)",0.09375,"('DEF', 'BDEF')",00:00.025328
"(, D); (CDEF, EF)",0.09375,"('DEF', 'CDEF')",00:00.027970
"(, A); (ABCDE, BC)",0.05469,"('ABC', 'ABCDE')",00:00.046005
"(, A); (ABCDF, BC)",0.05469,"('ABC', 'ABCDF')",00:00.044246
"(, A); (ABCEF, BC)",0.05469,"('ABC', 'ABCEF')",00:00.050035
"(, A); (ABDEF, BC)",0.05469,"('ABC', 'ABDEF')",00:00.048024
"(, A); (ACDEF, BC)",0.05469,"('ABC', 'ACDEF')",00:00.045360
"(, A); (BCDEF, BC)",0.05469,"('ABC', 'BCDEF')",00:00.045703
"(, A); (ABCDE, BD)",0.05469,"('ABD', 'ABCDE')",00:00.051851
"(, A); (ABCDF, BD)",0.05469,"('ABD', 'ABCDF')",00:00.052293
"(, A); (ABCEF, BD)",0.05469,"('ABD', 'ABCEF')",00:00.047175
"(, A); (ABDEF, BD)",0.05469,"('ABD', 'ABDEF')",00:00.045511
"(, A); (ACDEF, BD)",0.05469,"('ABD', 'ACDEF')",00:00.052581
"(, A); (BCDEF, BD)",0.05469,"('ABD', 'BCDEF')",00:00.047804
"(, A); (ABCDE, BE)",0.05469,"('ABE', 'ABCDE')",00:00.048610
"(, A); (ABCDF, BE)",0.05469,"('ABE', 'ABCDF')",00:00.050236
"(, A); (ABCEF, BE)",0.05469,"('ABE', 'ABCEF')",00:00.048973
"(, A); (ABDEF, BE)",0.05469,"('ABE', 'ABDEF')",00:00.050232
"(, A); (ACDEF, BE)",0.05469,"('ABE', 'ACDEF')",00:00.045787
"(, A); (BCDEF, BE)",0.05469,"('ABE', 'BCDEF')",00:00.046999
"(, A); (ABCDE, BF)",0.05469,"('ABF', 'ABCDE')",00:00.045143
"(, A); (ABCDF, BF)",0.05469,"('ABF', 'ABCDF')",00:00.047670
"(, A); (ABCEF, BF)",0.05469,"('ABF', 'ABCEF')",00:00.046190
"(, A); (ABDEF, BF)",0.05469,"('ABF', 'ABDEF')",00:00.047610
"(, A); (ACDEF, BF)",0.05469,"('ABF', 'ACDEF')",00:00.048792
"(, A); (BCDEF, BF)",0.05469,"('ABF', 'BCDEF')",00:00.050569
"(, A); (ABCDE, CD)",0.05469,"('ACD', 'ABCDE')",00:00.045707
"(, A); (ABCDF, CD)",0.05469,"('ACD', 'ABCDF')",00:00.045339
"(, A); (ABCEF, CD)",0.05469,"('ACD', 'ABCEF')",00:00.049640
"(, A); (ABDEF, CD)",0.05469,"('ACD', 'ABDEF')",00:00.049320
"(, A); (ACDEF, CD)",0.05469,"('ACD', 'ACDEF')",00:00.050285
"(, A); (BCDEF, CD)",0.05469,"('ACD', 'BCDEF')",00:00.045150
"(, A); (ABCDE, CE)",0.05469,"('ACE', 'ABCDE')",00:00.050191
"(, A); (ABCDF, CE)",0.05469,"('ACE', 'ABCDF')",00:00.050200
"(, A); (ABCEF, CE)",0.05469,"('ACE', 'ABCEF')",00:00.049449
"(, A); (ABDEF, CE)",0.05469,"('ACE', 'ABDEF')",00:00.046047
