combination,emd,System,Tiempo
"(, C); (D, D)",0.0,"('CD', 'D')",00:00.000997
"(, C); (E, D)",0.0,"('CD', 'E')",00:00.001002
"(, C); (F, D)",0.0,"('CD', 'F')",00:00.001033
"(, C); (A, E)",0.0,"('CE', 'A')",00:00.001547
"(, C); (B, E)",0.0,"('CE', 'B')",00:00.001042
"(, C); (C, E)",0.0,"('CE', 'C')",00:00.000999
"(, C); (D, E)",0.0,"('CE', 'D')",00:00.000994
"(, C); (E, E)",0.0,"('CE', 'E')",00:00.000996
"(, C); (F, E)",0.0,"('CE', 'F')",00:00.002587
"(, C); (A, F)",0.0,"('CF', 'A')",00:00.001989
"(, C); (B, F)",0.0,"('CF', 'B')",00:00.001013
"(, C); (C, F)",0.0,"('CF', 'C')",00:00.000974
"(, C); (D, F)",0.0,"('CF', 'D')",00:00.001006
"(, C); (E, F)",0.0,"('CF', 'E')",00:00.001553
"(, C); (F, F)",0.0,"('CF', 'F')",00:00.000000
"(, D); (A, E)",0.0,"('DE', 'A')",00:00.000886
"(, D); (B, E)",0.0,"('DE', 'B')",00:00.001001
"(, D); (C, E)",0.0,"('DE', 'C')",00:00.001018
"(, D); (D, E)",0.0,"('DE', 'D')",00:00.001003
"(, D); (E, E)",0.0,"('DE', 'E')",00:00.001053
"(, D); (F, E)",0.0,"('DE', 'F')",00:00.000999
"(, D); (A, F)",0.0,"('DF', 'A')",00:00.000969
"(, D); (B, F)",0.0,"('DF', 'B')",00:00.001053
"(, D); (C, F)",0.0,"('DF', 'C')",00:00.001498
"(, D); (D, F)",0.0,"('DF', 'D')",00:00.001005
"(, D); (E, F)",0.0,"('DF', 'E')",00:00.000997
"(, D); (F, F)",0.0,"('DF', 'F')",00:00.000990
"(, E); (A, F)",0.0,"('EF', 'A')",00:00.000999
"(, E); (B, F)",0.0,"('EF', 'B')",00:00.001714
"(, E); (C, F)",0.0,"('EF', 'C')",00:00.001002
"(, E); (D, F)",0.0,"('EF', 'D')",00:00.001014
"(, E); (E, F)",0.0,"('EF', 'E')",00:00.000984
"(, E); (F, F)",0.0,"('EF', 'F')",00:00.001015
"(, A); (AB, B)",0.125,"('AB', 'AB')",00:00.003247
"(, A); (AC, B)",0.125,"('AB', 'AC')",00:00.003002
"(, A); (AD, B)",0.125,"('AB', 'AD')",00:00.001989
"(, A); (AE, B)",0.125,"('AB', 'AE')",00:00.004213
"(, A); (AF, B)",0.125,"('AB', 'AF')",00:00.002997
"(, A); (BC, B)",0.125,"('AB', 'BC')",00:00.003029
"(, A); (BD, B)",0.125,"('AB', 'BD')",00:00.002789
"(, A); (BE, B)",0.125,"('AB', 'BE')",00:00.002003
"(, A); (BF, B)",0.125,"('AB', 'BF')",00:00.002997
"(, A); (CD, B)",0.125,"('AB', 'CD')",00:00.002839
"(, A); (CE, B)",0.125,"('AB', 'CE')",00:00.001995
"(, A); (CF, B)",0.125,"('AB', 'CF')",00:00.001960
"(, A); (DE, B)",0.125,"('AB', 'DE')",00:00.003944
"(, A); (DF, B)",0.125,"('AB', 'DF')",00:00.005990
"(, A); (EF, B)",0.125,"('AB', 'EF')",00:00.004581
"(, A); (AB, C)",0.125,"('AC', 'AB')",00:00.003998
"(, A); (AC, C)",0.125,"('AC', 'AC')",00:00.004611
"(, A); (AD, C)",0.125,"('AC', 'AD')",00:00.004056
"(, A); (AE, C)",0.125,"('AC', 'AE')",00:00.004584
"(, A); (AF, C)",0.125,"('AC', 'AF')",00:00.005001
"(, A); (BC, C)",0.125,"('AC', 'BC')",00:00.004579
"(, A); (BD, C)",0.125,"('AC', 'BD')",00:00.004005
"(, A); (BE, C)",0.125,"('AC', 'BE')",00:00.004591
"(, A); (BF, C)",0.125,"('AC', 'BF')",00:00.004001
"(, A); (CD, C)",0.125,"('AC', 'CD')",00:00.004583
"(, A); (CE, C)",0.125,"('AC', 'CE')",00:00.004002
"(, A); (CF, C)",0.125,"('AC', 'CF')",00:00.003887
"(, A); (DE, C)",0.125,"('AC', 'DE')",00:00.005030
"(, A); (DF, C)",0.125,"('AC', 'DF')",00:00.005196
"(, A); (EF, C)",0.125,"('AC', 'EF')",00:00.004006
"(, A); (AB, D)",0.125,"('AD', 'AB')",00:00.004038
"(, A); (AC, D)",0.125,"('AD', 'AC')",00:00.004570
"(, A); (AD, D)",0.125,"('AD', 'AD')",00:00.003991
"(, A); (AE, D)",0.125,"('AD', 'AE')",00:00.004540
"(, A); (AF, D)",0.125,"('AD', 'AF')",00:00.002086
"(, A); (BC, D)",0.125,"('AD', 'BC')",00:00.003006
"(, A); (BD, D)",0.125,"('AD', 'BD')",00:00.003005
"(, A); (BE, D)",0.125,"('AD', 'BE')",00:00.002769
"(, A); (BF, D)",0.125,"('AD', 'BF')",00:00.002759
"(, A); (CD, D)",0.125,"('AD', 'CD')",00:00.002015
"(, A); (CE, D)",0.125,"('AD', 'CE')",00:00.001730
"(, A); (CF, D)",0.125,"('AD', 'CF')",00:00.001992
"(, A); (DE, D)",0.125,"('AD', 'DE')",00:00.002005
"(, A); (DF, D)",0.125,"('AD', 'DF')",00:00.001998
"(, A); (EF, D)",0.125,"('AD', 'EF')",00:00.004168
"(, A); (AB, E)",0.125,"('AE', 'AB')",00:00.001994
"(, A); (AC, E)",0.125,"('AE', 'AC')",00:00.002968
"(, A); (AD, E)",0.125,"('AE', 'AD')",00:00.002095
"(, A); (AE, E)",0.125,"('AE', 'AE')",00:00.002034
"(, A); (AF, E)",0.125,"('AE', 'AF')",00:00.002012
"(, A); (BC, E)",0.125,"('AE', 'BC')",00:00.002674
"(, A); (BD, E)",0.125,"('AE', 'BD')",00:00.002052
"(, A); (BE, E)",0.125,"('AE', 'BE')",00:00.001985
"(, A); (BF, E)",0.125,"('AE', 'BF')",00:00.001999
"(, A); (CD, E)",0.125,"('AE', 'CD')",00:00.002095
"(, A); (CE, E)",0.125,"('AE', 'CE')",00:00.001998
"(, A); (CF, E)",0.125,"('AE', 'CF')",00:00.002995
"(, A); (DE, E)",0.125,"('AE', 'DE')",00:00.002665
"(, A); (DF, E)",0.125,"('AE', 'DF')",00:00.002002
"(, A); (EF, E)",0.125,"('AE', 'EF')",00:00.002002
"(, A); (AB, F)",0.125,"('AF', 'AB')",00:00.003034
"(, A); (AC, F)",0.125,"('AF', 'AC')",00:00.002240
"(, A); (AD, F)",0.125,"('AF', 'AD')",00:00.001999
"(, A); (AE, F)",0.125,"('AF', 'AE')",00:00.001949
"(, A); (AF, F)",0.125,"('AF', 'AF')",00:00.002566
"(, A); (BC, F)",0.125,"('AF', 'BC')",00:00.003057
"(, A); (BD, F)",0.125,"('AF', 'BD')",00:00.002003
"(, A); (BE, F)",0.125,"('AF', 'BE')",00:00.002647
"(, A); (BF, F)",0.125,"('AF', 'BF')",00:00.003916
"(, A); (CD, F)",0.125,"('AF', 'CD')",00:00.002983
"(, A); (CE, F)",0.125,"('AF', 'CE')",00:00.002800
"(, A); (CF, F)",0.125,"('AF', 'CF')",00:00.002904
"(, A); (DE, F)",0.125,"('AF', 'DE')",00:00.001594
"(, A); (DF, F)",0.125,"('AF', 'DF')",00:00.002943
"(, A); (EF, F)",0.125,"('AF', 'EF')",00:00.002697
"(, B); (AB, C)",0.125,"('BC', 'AB')",00:00.001994
"(, B); (AC, C)",0.125,"('BC', 'AC')",00:00.004665
"(, B); (AD, C)",0.125,"('BC', 'AD')",00:00.003998
"(, B); (AE, C)",0.125,"('BC', 'AE')",00:00.004051
"(, B); (AF, C)",0.125,"('BC', 'AF')",00:00.005041
"(, B); (BC, C)",0.125,"('BC', 'BC')",00:00.004734
"(, B); (BD, C)",0.125,"('BC', 'BD')",00:00.002000
"(, B); (BE, C)",0.125,"('BC', 'BE')",00:00.002004
"(, B); (BF, C)",0.125,"('BC', 'BF')",00:00.002001
"(, B); (CD, C)",0.125,"('BC', 'CD')",00:00.004729
"(, B); (CE, C)",0.125,"('BC', 'CE')",00:00.003013
"(, B); (CF, C)",0.125,"('BC', 'CF')",00:00.004448
"(, B); (DE, C)",0.125,"('BC', 'DE')",00:00.002044
"(, B); (DF, C)",0.125,"('BC', 'DF')",00:00.002025
"(, B); (EF, C)",0.125,"('BC', 'EF')",00:00.001983
"(, B); (AB, D)",0.125,"('BD', 'AB')",00:00.003695
"(, B); (AC, D)",0.125,"('BD', 'AC')",00:00.001999
"(, B); (AD, D)",0.125,"('BD', 'AD')",00:00.002000
"(, B); (AE, D)",0.125,"('BD', 'AE')",00:00.002762
"(, B); (AF, D)",0.125,"('BD', 'AF')",00:00.001984
"(, B); (BC, D)",0.125,"('BD', 'BC')",00:00.001992
"(, B); (BD, D)",0.125,"('BD', 'BD')",00:00.001966
"(, B); (BE, D)",0.125,"('BD', 'BE')",00:00.001603
"(, B); (BF, D)",0.125,"('BD', 'BF')",00:00.004026
"(, B); (CD, D)",0.125,"('BD', 'CD')",00:00.001946
"(, B); (CE, D)",0.125,"('BD', 'CE')",00:00.003686
"(, B); (CF, D)",0.125,"('BD', 'CF')",00:00.002600
"(, B); (DE, D)",0.125,"('BD', 'DE')",00:00.002095
"(, B); (DF, D)",0.125,"('BD', 'DF')",00:00.002054
"(, B); (EF, D)",0.125,"('BD', 'EF')",00:00.002098
"(, B); (AB, E)",0.125,"('BE', 'AB')",00:00.003007
"(, B); (AC, E)",0.125,"('BE', 'AC')",00:00.002973
"(, B); (AD, E)",0.125,"('BE', 'AD')",00:00.004043
"(, B); (AE, E)",0.125,"('BE', 'AE')",00:00.004671
"(, B); (AF, E)",0.125,"('BE', 'AF')",00:00.004001
"(, B); (BC, E)",0.125,"('BE', 'BC')",00:00.004008
"(, B); (BD, E)",0.125,"('BE', 'BD')",00:00.004000
"(, B); (BE, E)",0.125,"('BE', 'BE')",00:00.004544
"(, B); (BF, E)",0.125,"('BE', 'BF')",00:00.004039
"(, B); (CD, E)",0.125,"('BE', 'CD')",00:00.004738
"(, B); (CE, E)",0.125,"('BE', 'CE')",00:00.004993
"(, B); (CF, E)",0.125,"('BE', 'CF')",00:00.003579
"(, B); (DE, E)",0.125,"('BE', 'DE')",00:00.004014
"(, B); (DF, E)",0.125,"('BE', 'DF')",00:00.004594
"(, B); (EF, E)",0.125,"('BE', 'EF')",00:00.003998
"(, B); (AB, F)",0.125,"('BF', 'AB')",00:00.002338
"(, B); (AC, F)",0.125,"('BF', 'AC')",00:00.003417
"(, B); (AD, F)",0.125,"('BF', 'AD')",00:00.003737
"(, B); (AE, F)",0.125,"('BF', 'AE')",00:00.002131
"(, B); (AF, F)",0.125,"('BF', 'AF')",00:00.003770
"(, B); (BC, F)",0.125,"('BF', 'BC')",00:00.002005
"(, B); (BD, F)",0.125,"('BF', 'BD')",00:00.002151
"(, B); (BE, F)",0.125,"('BF', 'BE')",00:00.001979
"(, B); (BF, F)",0.125,"('BF', 'BF')",00:00.001996
"(, B); (CD, F)",0.125,"('BF', 'CD')",00:00.001734
"(, B); (CE, F)",0.125,"('BF', 'CE')",00:00.003891
"(, B); (CF, F)",0.125,"('BF', 'CF')",00:00.004527
"(, B); (DE, F)",0.125,"('BF', 'DE')",00:00.005008
"(, B); (DF, F)",0.125,"('BF', 'DF')",00:00.004610
"(, B); (EF, F)",0.125,"('BF', 'EF')",00:00.004972
"(, C); (AB, D)",0.125,"('CD', 'AB')",00:00.004585
"(, C); (AC, D)",0.125,"('CD', 'AC')",00:00.003996
"(, C); (AD, D)",0.125,"('CD', 'AD')",00:00.004615
"(, C); (AE, D)",0.125,"('CD', 'AE')",00:00.003988
"(, C); (AF, D)",0.125,"('CD', 'AF')",00:00.003872
"(, C); (BC, D)",0.125,"('CD', 'BC')",00:00.004002
"(, C); (BD, D)",0.125,"('CD', 'BD')",00:00.004589
"(, C); (BE, D)",0.125,"('CD', 'BE')",00:00.004004
"(, C); (BF, D)",0.125,"('CD', 'BF')",00:00.003879
"(, C); (CD, D)",0.125,"('CD', 'CD')",00:00.005001
"(, C); (CE, D)",0.125,"('CD', 'CE')",00:00.004578
"(, C); (CF, D)",0.125,"('CD', 'CF')",00:00.004039
"(, C); (DE, D)",0.125,"('CD', 'DE')",00:00.002230
"(, C); (DF, D)",0.125,"('CD', 'DF')",00:00.001999
"(, C); (EF, D)",0.125,"('CD', 'EF')",00:00.002053
"(, C); (AB, E)",0.125,"('CE', 'AB')",00:00.002517
"(, C); (AC, E)",0.125,"('CE', 'AC')",00:00.001999
"(, C); (AD, E)",0.125,"('CE', 'AD')",00:00.002105
"(, C); (AE, E)",0.125,"('CE', 'AE')",00:00.003623
"(, C); (AF, E)",0.125,"('CE', 'AF')",00:00.003096
"(, C); (BC, E)",0.125,"('CE', 'BC')",00:00.003412
"(, C); (BD, E)",0.125,"('CE', 'BD')",00:00.003109
"(, C); (BE, E)",0.125,"('CE', 'BE')",00:00.002000
"(, C); (BF, E)",0.125,"('CE', 'BF')",00:00.001934
"(, C); (CD, E)",0.125,"('CE', 'CD')",00:00.002855
"(, C); (CE, E)",0.125,"('CE', 'CE')",00:00.001933
"(, C); (CF, E)",0.125,"('CE', 'CF')",00:00.001998
"(, C); (DE, E)",0.125,"('CE', 'DE')",00:00.001901
"(, C); (DF, E)",0.125,"('CE', 'DF')",00:00.001927
"(, C); (EF, E)",0.125,"('CE', 'EF')",00:00.002000
"(, C); (AB, F)",0.125,"('CF', 'AB')",00:00.003000
"(, C); (AC, F)",0.125,"('CF', 'AC')",00:00.002712
"(, C); (AD, F)",0.125,"('CF', 'AD')",00:00.002103
"(, C); (AE, F)",0.125,"('CF', 'AE')",00:00.002008
"(, C); (AF, F)",0.125,"('CF', 'AF')",00:00.002890
"(, C); (BC, F)",0.125,"('CF', 'BC')",00:00.002615
"(, C); (BD, F)",0.125,"('CF', 'BD')",00:00.001995
"(, C); (BE, F)",0.125,"('CF', 'BE')",00:00.001939
"(, C); (BF, F)",0.125,"('CF', 'BF')",00:00.001751
"(, C); (CD, F)",0.125,"('CF', 'CD')",00:00.002051
"(, C); (CE, F)",0.125,"('CF', 'CE')",00:00.002900
"(, C); (CF, F)",0.125,"('CF', 'CF')",00:00.001997
"(, C); (DE, F)",0.125,"('CF', 'DE')",00:00.004396
"(, C); (DF, F)",0.125,"('CF', 'DF')",00:00.002604
"(, C); (EF, F)",0.125,"('CF', 'EF')",00:00.001947
"(, D); (AB, E)",0.125,"('DE', 'AB')",00:00.002664
"(, D); (AC, E)",0.125,"('DE', 'AC')",00:00.002065
"(, D); (AD, E)",0.125,"('DE', 'AD')",00:00.002011
"(, D); (AE, E)",0.125,"('DE', 'AE')",00:00.002175
"(, D); (AF, E)",0.125,"('DE', 'AF')",00:00.002100
"(, D); (BC, E)",0.125,"('DE', 'BC')",00:00.001968
"(, D); (BD, E)",0.125,"('DE', 'BD')",00:00.001997
"(, D); (BE, E)",0.125,"('DE', 'BE')",00:00.002281
"(, D); (BF, E)",0.125,"('DE', 'BF')",00:00.002002
"(, D); (CD, E)",0.125,"('DE', 'CD')",00:00.004635
"(, D); (CE, E)",0.125,"('DE', 'CE')",00:00.002098
"(, D); (CF, E)",0.125,"('DE', 'CF')",00:00.002008
"(, D); (DE, E)",0.125,"('DE', 'DE')",00:00.003000
"(, D); (DF, E)",0.125,"('DE', 'DF')",00:00.002845
"(, D); (EF, E)",0.125,"('DE', 'EF')",00:00.001959
"(, D); (AB, F)",0.125,"('DF', 'AB')",00:00.002999
"(, D); (AC, F)",0.125,"('DF', 'AC')",00:00.002405
"(, D); (AD, F)",0.125,"('DF', 'AD')",00:00.002003
"(, D); (AE, F)",0.125,"('DF', 'AE')",00:00.001994
"(, D); (AF, F)",0.125,"('DF', 'AF')",00:00.004576
"(, D); (BC, F)",0.125,"('DF', 'BC')",00:00.004095
"(, D); (BD, F)",0.125,"('DF', 'BD')",00:00.004209
"(, D); (BE, F)",0.125,"('DF', 'BE')",00:00.004104
"(, D); (BF, F)",0.125,"('DF', 'BF')",00:00.004586
"(, D); (CD, F)",0.125,"('DF', 'CD')",00:00.003999
"(, D); (CE, F)",0.125,"('DF', 'CE')",00:00.004267
"(, D); (CF, F)",0.125,"('DF', 'CF')",00:00.004042
"(, D); (DE, F)",0.125,"('DF', 'DE')",00:00.004562
"(, D); (DF, F)",0.125,"('DF', 'DF')",00:00.003991
"(, D); (EF, F)",0.125,"('DF', 'EF')",00:00.003564
"(, E); (AB, F)",0.125,"('EF', 'AB')",00:00.004557
"(, E); (AC, F)",0.125,"('EF', 'AC')",00:00.003551
"(, E); (AD, F)",0.125,"('EF', 'AD')",00:00.005004
"(, E); (AE, F)",0.125,"('EF', 'AE')",00:00.004532
"(, E); (AF, F)",0.125,"('EF', 'AF')",00:00.003983
"(, E); (BC, F)",0.125,"('EF', 'BC')",00:00.003583
"(, E); (BD, F)",0.125,"('EF', 'BD')",00:00.002017
"(, E); (BE, F)",0.125,"('EF', 'BE')",00:00.001999
"(, E); (BF, F)",0.125,"('EF', 'BF')",00:00.003555
"(, E); (CD, F)",0.125,"('EF', 'CD')",00:00.003051
"(, E); (CE, F)",0.125,"('EF', 'CE')",00:00.002000
"(, E); (CF, F)",0.125,"('EF', 'CF')",00:00.002467
"(, E); (DE, F)",0.125,"('EF', 'DE')",00:00.001999
"(, E); (DF, F)",0.125,"('EF', 'DF')",00:00.001961
"(, E); (EF, F)",0.125,"('EF', 'EF')",00:00.003515
"(, A); (ABC, B)",0.125,"('AB', 'ABC')",00:00.007000
"(, A); (ABD, B)",0.125,"('AB', 'ABD')",00:00.006999
"(, A); (ABE, B)",0.125,"('AB', 'ABE')",00:00.007392
"(, A); (ABF, B)",0.125,"('AB', 'ABF')",00:00.007758
"(, A); (ACD, B)",0.125,"('AB', 'ACD')",00:00.005807
"(, A); (ACE, B)",0.125,"('AB', 'ACE')",00:00.007063
"(, A); (ACF, B)",0.125,"('AB', 'ACF')",00:00.006185
"(, A); (ADE, B)",0.125,"('AB', 'ADE')",00:00.006180
"(, A); (ADF, B)",0.125,"('AB', 'ADF')",00:00.005648
"(, A); (AEF, B)",0.125,"('AB', 'AEF')",00:00.005904
"(, A); (BCD, B)",0.125,"('AB', 'BCD')",00:00.006068
"(, A); (BCE, B)",0.125,"('AB', 'BCE')",00:00.004981
"(, A); (BCF, B)",0.125,"('AB', 'BCF')",00:00.010124
"(, A); (BDE, B)",0.125,"('AB', 'BDE')",00:00.009837
"(, A); (BDF, B)",0.125,"('AB', 'BDF')",00:00.010840
"(, A); (BEF, B)",0.125,"('AB', 'BEF')",00:00.007506
"(, A); (CDE, B)",0.125,"('AB', 'CDE')",00:00.006330
"(, A); (CDF, B)",0.125,"('AB', 'CDF')",00:00.005772
"(, A); (CEF, B)",0.125,"('AB', 'CEF')",00:00.004900
"(, A); (DEF, B)",0.125,"('AB', 'DEF')",00:00.005710
"(, A); (ABC, C)",0.125,"('AC', 'ABC')",00:00.008132
"(, A); (ABD, C)",0.125,"('AC', 'ABD')",00:00.006022
"(, A); (ABE, C)",0.125,"('AC', 'ABE')",00:00.005103
"(, A); (ABF, C)",0.125,"('AC', 'ABF')",00:00.007847
"(, A); (ACD, C)",0.125,"('AC', 'ACD')",00:00.007640
"(, A); (ACE, C)",0.125,"('AC', 'ACE')",00:00.006602
"(, A); (ACF, C)",0.125,"('AC', 'ACF')",00:00.006003
"(, A); (ADE, C)",0.125,"('AC', 'ADE')",00:00.005844
"(, A); (ADF, C)",0.125,"('AC', 'ADF')",00:00.005893
"(, A); (AEF, C)",0.125,"('AC', 'AEF')",00:00.005821
"(, A); (BCD, C)",0.125,"('AC', 'BCD')",00:00.008660
"(, A); (BCE, C)",0.125,"('AC', 'BCE')",00:00.011590
"(, A); (BCF, C)",0.125,"('AC', 'BCF')",00:00.010519
"(, A); (BDE, C)",0.125,"('AC', 'BDE')",00:00.012235
"(, A); (BDF, C)",0.125,"('AC', 'BDF')",00:00.010465
"(, A); (BEF, C)",0.125,"('AC', 'BEF')",00:00.010722
"(, A); (CDE, C)",0.125,"('AC', 'CDE')",00:00.008511
"(, A); (CDF, C)",0.125,"('AC', 'CDF')",00:00.009780
"(, A); (CEF, C)",0.125,"('AC', 'CEF')",00:00.010080
"(, A); (DEF, C)",0.125,"('AC', 'DEF')",00:00.008626
"(, A); (ABC, D)",0.125,"('AD', 'ABC')",00:00.005811
"(, A); (ABD, D)",0.125,"('AD', 'ABD')",00:00.006000
"(, A); (ABE, D)",0.125,"('AD', 'ABE')",00:00.005706
"(, A); (ABF, D)",0.125,"('AD', 'ABF')",00:00.006639
"(, A); (ACD, D)",0.125,"('AD', 'ACD')",00:00.005901
"(, A); (ACE, D)",0.125,"('AD', 'ACE')",00:00.006691
"(, A); (ACF, D)",0.125,"('AD', 'ACF')",00:00.005564
"(, A); (ADE, D)",0.125,"('AD', 'ADE')",00:00.005021
"(, A); (ADF, D)",0.125,"('AD', 'ADF')",00:00.007608
"(, A); (AEF, D)",0.125,"('AD', 'AEF')",00:00.006666
"(, A); (BCD, D)",0.125,"('AD', 'BCD')",00:00.005103
"(, A); (BCE, D)",0.125,"('AD', 'BCE')",00:00.005611
"(, A); (BCF, D)",0.125,"('AD', 'BCF')",00:00.006630
"(, A); (BDE, D)",0.125,"('AD', 'BDE')",00:00.006351
"(, A); (BDF, D)",0.125,"('AD', 'BDF')",00:00.006612
"(, A); (BEF, D)",0.125,"('AD', 'BEF')",00:00.011219
"(, A); (CDE, D)",0.125,"('AD', 'CDE')",00:00.005514
"(, A); (CDF, D)",0.125,"('AD', 'CDF')",00:00.005593
"(, A); (CEF, D)",0.125,"('AD', 'CEF')",00:00.005998
"(, A); (DEF, D)",0.125,"('AD', 'DEF')",00:00.006513
"(, A); (ABC, E)",0.125,"('AE', 'ABC')",00:00.005499
"(, A); (ABD, E)",0.125,"('AE', 'ABD')",00:00.006002
"(, A); (ABE, E)",0.125,"('AE', 'ABE')",00:00.005509
"(, A); (ABF, E)",0.125,"('AE', 'ABF')",00:00.006515
"(, A); (ACD, E)",0.125,"('AE', 'ACD')",00:00.005996
"(, A); (ACE, E)",0.125,"('AE', 'ACE')",00:00.005952
"(, A); (ACF, E)",0.125,"('AE', 'ACF')",00:00.006509
"(, A); (ADE, E)",0.125,"('AE', 'ADE')",00:00.006507
"(, A); (ADF, E)",0.125,"('AE', 'ADF')",00:00.006511
"(, A); (AEF, E)",0.125,"('AE', 'AEF')",00:00.007517
"(, A); (BCD, E)",0.125,"('AE', 'BCD')",00:00.007506
"(, A); (BCE, E)",0.125,"('AE', 'BCE')",00:00.006000
"(, A); (BCF, E)",0.125,"('AE', 'BCF')",00:00.005532
"(, A); (BDE, E)",0.125,"('AE', 'BDE')",00:00.006508
"(, A); (BDF, E)",0.125,"('AE', 'BDF')",00:00.007514
"(, A); (BEF, E)",0.125,"('AE', 'BEF')",00:00.007999
"(, A); (CDE, E)",0.125,"('AE', 'CDE')",00:00.006005
"(, A); (CDF, E)",0.125,"('AE', 'CDF')",00:00.007315
"(, A); (CEF, E)",0.125,"('AE', 'CEF')",00:00.009410
"(, A); (DEF, E)",0.125,"('AE', 'DEF')",00:00.007168
"(, A); (ABC, F)",0.125,"('AF', 'ABC')",00:00.005755
"(, A); (ABD, F)",0.125,"('AF', 'ABD')",00:00.009587
"(, A); (ABE, F)",0.125,"('AF', 'ABE')",00:00.006979
"(, A); (ABF, F)",0.125,"('AF', 'ABF')",00:00.007542
"(, A); (ACD, F)",0.125,"('AF', 'ACD')",00:00.005704
"(, A); (ACE, F)",0.125,"('AF', 'ACE')",00:00.007660
"(, A); (ACF, F)",0.125,"('AF', 'ACF')",00:00.008024
"(, A); (ADE, F)",0.125,"('AF', 'ADE')",00:00.008048
"(, A); (ADF, F)",0.125,"('AF', 'ADF')",00:00.006005
"(, A); (AEF, F)",0.125,"('AF', 'AEF')",00:00.008689
"(, A); (BCD, F)",0.125,"('AF', 'BCD')",00:00.006542
"(, A); (BCE, F)",0.125,"('AF', 'BCE')",00:00.007657
"(, A); (BCF, F)",0.125,"('AF', 'BCF')",00:00.005703
"(, A); (BDE, F)",0.125,"('AF', 'BDE')",00:00.005611
"(, A); (BDF, F)",0.125,"('AF', 'BDF')",00:00.005722
"(, A); (BEF, F)",0.125,"('AF', 'BEF')",00:00.008419
"(, A); (CDE, F)",0.125,"('AF', 'CDE')",00:00.008515
"(, A); (CDF, F)",0.125,"('AF', 'CDF')",00:00.008639
"(, A); (CEF, F)",0.125,"('AF', 'CEF')",00:00.005954
"(, A); (DEF, F)",0.125,"('AF', 'DEF')",00:00.008516
"(, B); (ABC, C)",0.125,"('BC', 'ABC')",00:00.006509
"(, B); (ABD, C)",0.125,"('BC', 'ABD')",00:00.009153
"(, B); (ABE, C)",0.125,"('BC', 'ABE')",00:00.010510
"(, B); (ABF, C)",0.125,"('BC', 'ABF')",00:00.007512
"(, B); (ACD, C)",0.125,"('BC', 'ACD')",00:00.008020
"(, B); (ACE, C)",0.125,"('BC', 'ACE')",00:00.020083
"(, B); (ACF, C)",0.125,"('BC', 'ACF')",00:00.021059
"(, B); (ADE, C)",0.125,"('BC', 'ADE')",00:00.011516
"(, B); (ADF, C)",0.125,"('BC', 'ADF')",00:00.008522
"(, B); (AEF, C)",0.125,"('BC', 'AEF')",00:00.009527
"(, B); (BCD, C)",0.125,"('BC', 'BCD')",00:00.006506
"(, B); (BCE, C)",0.125,"('BC', 'BCE')",00:00.010211
"(, B); (BCF, C)",0.125,"('BC', 'BCF')",00:00.006370
"(, B); (BDE, C)",0.125,"('BC', 'BDE')",00:00.007651
"(, B); (BDF, C)",0.125,"('BC', 'BDF')",00:00.006010
"(, B); (BEF, C)",0.125,"('BC', 'BEF')",00:00.009528
"(, B); (CDE, C)",0.125,"('BC', 'CDE')",00:00.005507
"(, B); (CDF, C)",0.125,"('BC', 'CDF')",00:00.007524
"(, B); (CEF, C)",0.125,"('BC', 'CEF')",00:00.006744
"(, B); (DEF, C)",0.125,"('BC', 'DEF')",00:00.007339
"(, B); (ABC, D)",0.125,"('BD', 'ABC')",00:00.005513
"(, B); (ABD, D)",0.125,"('BD', 'ABD')",00:00.008438
"(, B); (ABE, D)",0.125,"('BD', 'ABE')",00:00.013452
"(, B); (ABF, D)",0.125,"('BD', 'ABF')",00:00.013659
"(, B); (ACD, D)",0.125,"('BD', 'ACD')",00:00.012244
"(, B); (ACE, D)",0.125,"('BD', 'ACE')",00:00.013837
"(, B); (ACF, D)",0.125,"('BD', 'ACF')",00:00.012616
"(, B); (ADE, D)",0.125,"('BD', 'ADE')",00:00.013565
"(, B); (ADF, D)",0.125,"('BD', 'ADF')",00:00.012604
"(, B); (AEF, D)",0.125,"('BD', 'AEF')",00:00.011510
"(, B); (BCD, D)",0.125,"('BD', 'BCD')",00:00.011396
"(, B); (BCE, D)",0.125,"('BD', 'BCE')",00:00.013041
"(, B); (BCF, D)",0.125,"('BD', 'BCF')",00:00.012065
"(, B); (BDE, D)",0.125,"('BD', 'BDE')",00:00.012133
"(, B); (BDF, D)",0.125,"('BD', 'BDF')",00:00.012850
"(, B); (BEF, D)",0.125,"('BD', 'BEF')",00:00.014501
"(, B); (CDE, D)",0.125,"('BD', 'CDE')",00:00.012520
"(, B); (CDF, D)",0.125,"('BD', 'CDF')",00:00.012034
"(, B); (CEF, D)",0.125,"('BD', 'CEF')",00:00.008654
"(, B); (DEF, D)",0.125,"('BD', 'DEF')",00:00.008646
"(, B); (ABC, E)",0.125,"('BE', 'ABC')",00:00.008799
"(, B); (ABD, E)",0.125,"('BE', 'ABD')",00:00.014123
"(, B); (ABE, E)",0.125,"('BE', 'ABE')",00:00.012029
"(, B); (ABF, E)",0.125,"('BE', 'ABF')",00:00.009525
"(, B); (ACD, E)",0.125,"('BE', 'ACD')",00:00.012377
"(, B); (ACE, E)",0.125,"('BE', 'ACE')",00:00.011113
