combination,emd,System,Tiempo
"(['F']); (['AN', 'BN', 'CN', 'DN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABCD')",00:00.091695
"(['F']); (['AN', 'BN', 'CN', 'EN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABCE')",00:00.047184
"(['F']); (['AN', 'BN', 'CN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABCF')",00:00.054856
"(['F']); (['AN', 'BN', 'DN', 'EN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABDE')",00:00.070230
"(['F']); (['AN', 'BN', 'DN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABDF')",00:00.049841
"(['F']); (['AN', 'BN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ABEF')",00:00.044914
"(['F']); (['AN', 'CN', 'DN', 'EN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ACDE')",00:00.043559
"(['F']); (['AN', 'CN', 'DN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ACDF')",00:00.075074
"(['F']); (['AN', 'CN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ACEF')",00:00.041732
"(['F']); (['AN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'ADEF')",00:00.050169
"(['F']); (['BN', 'CN', 'DN', 'EN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'BCDE')",00:00.087943
"(['F']); (['BN', 'CN', 'DN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'BCDF')",00:00.066129
"(['F']); (['BN', 'CN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'BCEF')",00:00.075204
"(['F']); (['BN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'BDEF')",00:00.076536
"(['F']); (['CN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.10938,"('BCEF', 'CDEF')",00:00.051832
"(['F']); (['AN', 'BN', 'CN', 'DN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABCD')",00:00.035097
"(['F']); (['AN', 'BN', 'CN', 'EN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABCE')",00:00.038049
"(['F']); (['AN', 'BN', 'CN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABCF')",00:00.041977
"(['F']); (['AN', 'BN', 'DN', 'EN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABDE')",00:00.041028
"(['F']); (['AN', 'BN', 'DN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABDF')",00:00.053803
"(['F']); (['AN', 'BN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ABEF')",00:00.082267
"(['F']); (['AN', 'CN', 'DN', 'EN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ACDE')",00:00.083768
"(['F']); (['AN', 'CN', 'DN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ACDF')",00:00.037878
"(['F']); (['AN', 'CN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ACEF')",00:00.041496
"(['F']); (['AN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'ADEF')",00:00.041079
"(['F']); (['BN', 'CN', 'DN', 'EN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'BCDE')",00:00.041307
"(['F']); (['BN', 'CN', 'DN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'BCDF')",00:00.043421
"(['F']); (['BN', 'CN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'BCEF')",00:00.055061
"(['F']); (['BN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'BDEF')",00:00.044030
"(['F']); (['CN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.10938,"('BDEF', 'CDEF')",00:00.071095
"(['F']); (['AN', 'BN', 'CN', 'DN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABCD')",00:00.050215
"(['F']); (['AN', 'BN', 'CN', 'EN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABCE')",00:00.049734
"(['F']); (['AN', 'BN', 'CN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABCF')",00:00.049747
"(['F']); (['AN', 'BN', 'DN', 'EN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABDE')",00:00.080209
"(['F']); (['AN', 'BN', 'DN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABDF')",00:00.075233
"(['F']); (['AN', 'BN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ABEF')",00:00.069920
"(['F']); (['AN', 'CN', 'DN', 'EN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ACDE')",00:00.039022
"(['F']); (['AN', 'CN', 'DN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ACDF')",00:00.060239
"(['F']); (['AN', 'CN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ACEF')",00:00.061808
"(['F']); (['AN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'ADEF')",00:00.059617
"(['F']); (['BN', 'CN', 'DN', 'EN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'BCDE')",00:00.078585
"(['F']); (['BN', 'CN', 'DN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'BCDF')",00:00.062311
"(['F']); (['BN', 'CN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'BCEF')",00:00.072376
"(['F']); (['BN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'BDEF')",00:00.055355
"(['F']); (['CN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.10938,"('CDEF', 'CDEF')",00:00.059794
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'ABCDE')",00:00.079221
"(['D']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'ABCDF')",00:00.115979
"(['D']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'ABCEF')",00:00.101318
"(['D']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'ABDEF')",00:00.144830
"(['D']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'ACDEF')",00:00.090095
"(['D']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCD', 'BCDEF')",00:00.070292
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'ABCDE')",00:00.069936
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'ABCDF')",00:00.108530
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'ABCEF')",00:00.119590
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'ABDEF')",00:00.079879
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'ACDEF')",00:00.089934
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCE', 'BCDEF')",00:00.084593
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'ABCDE')",00:00.077062
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'ABCDF')",00:00.120399
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'ABCEF')",00:00.074806
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'ABDEF')",00:00.083572
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'ACDEF')",00:00.112756
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.05859,"('ABCF', 'BCDEF')",00:00.145988
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'ABCDE')",00:00.067907
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'ABCDF')",00:00.129845
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'ABCEF')",00:00.110321
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'ABDEF')",00:00.089869
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'ACDEF')",00:00.071105
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDE', 'BCDEF')",00:00.070314
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'ABCDE')",00:00.128543
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'ABCDF')",00:00.115141
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'ABCEF')",00:00.141350
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'ABDEF')",00:00.093715
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'ACDEF')",00:00.093765
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.05859,"('ABDF', 'BCDEF')",00:00.155250
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'ABCDE')",00:00.073117
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'ABCDF')",00:00.065805
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'ABCEF')",00:00.074914
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'ABDEF')",00:00.113408
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'ACDEF')",00:00.085009
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'E'])",0.05859,"('ABEF', 'BCDEF')",00:00.074960
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'ABCDE')",00:00.074952
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'ABCDF')",00:00.105112
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'ABCEF')",00:00.109928
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'ABDEF')",00:00.137276
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'ACDEF')",00:00.156675
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDE', 'BCDEF')",00:00.132890
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'ABCDE')",00:00.130666
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'ABCDF')",00:00.072874
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'ABCEF')",00:00.081247
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'ABDEF')",00:00.080331
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'ACDEF')",00:00.094718
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.05859,"('ACDF', 'BCDEF')",00:00.129860
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'ABCDE')",00:00.137057
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'ABCDF')",00:00.129442
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'ABCEF')",00:00.115222
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'ABDEF')",00:00.158246
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'ACDEF')",00:00.106000
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'E'])",0.05859,"('ACEF', 'BCDEF')",00:00.106533
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'ABCDE')",00:00.104895
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'ABCDF')",00:00.068446
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'ABCEF')",00:00.076842
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'ABDEF')",00:00.072028
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'ACDEF')",00:00.119668
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D', 'E'])",0.05859,"('ADEF', 'BCDEF')",00:00.140096
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'ABCDE')",00:00.110093
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'ABCDF')",00:00.064760
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'ABCEF')",00:00.065417
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'ABDEF')",00:00.074928
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'ACDEF')",00:00.069973
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDE', 'BCDEF')",00:00.083061
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'ABCDE')",00:00.083877
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'ABCDF')",00:00.087966
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'ABCEF')",00:00.129119
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'ABDEF')",00:00.154719
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'ACDEF')",00:00.145107
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.05859,"('BCDF', 'BCDEF')",00:00.072380
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'ABCDE')",00:00.069079
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'ABCDF')",00:00.084910
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'ABCEF')",00:00.070094
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'ABDEF')",00:00.090268
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'ACDEF')",00:00.116331
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.05859,"('BCEF', 'BCDEF')",00:00.075095
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'ABCDE')",00:00.100127
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'ABCDF')",00:00.130957
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'ABCEF')",00:00.108889
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'ABDEF')",00:00.069962
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'ACDEF')",00:00.075383
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.05859,"('BDEF', 'BCDEF')",00:00.081734
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'ABCDE')",00:00.120305
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'ABCDF')",00:00.118745
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'ABCEF')",00:00.103339
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'ABDEF')",00:00.113868
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'ACDEF')",00:00.106069
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.05859,"('CDEF', 'BCDEF')",00:00.128880
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.02979,"('ABCD', 'ABCDEF')",00:00.168606
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.02979,"('ABCE', 'ABCDEF')",00:00.171145
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'C'])",0.02979,"('ABCF', 'ABCDEF')",00:00.189958
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.02979,"('ABDE', 'ABCDEF')",00:00.205605
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'D'])",0.02979,"('ABDF', 'ABCDEF')",00:00.165981
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'B', 'E'])",0.02979,"('ABEF', 'ABCDEF')",00:00.112987
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.02979,"('ACDE', 'ABCDEF')",00:00.140341
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'D'])",0.02979,"('ACDF', 'ABCDEF')",00:00.190638
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'C', 'E'])",0.02979,"('ACEF', 'ABCDEF')",00:00.135257
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'A', 'D', 'E'])",0.02979,"('ADEF', 'ABCDEF')",00:00.167762
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.02979,"('BCDE', 'ABCDEF')",00:00.147629
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'D'])",0.02979,"('BCDF', 'ABCDEF')",00:00.194678
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'C', 'E'])",0.02979,"('BCEF', 'ABCDEF')",00:00.190935
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'B', 'D', 'E'])",0.02979,"('BDEF', 'ABCDEF')",00:00.192078
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN', 'C', 'D', 'E'])",0.02979,"('CDEF', 'ABCDEF')",00:00.197368
"(['E']); (['AN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'A')",00:00.011654
"(['E']); (['BN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'B')",00:00.014953
"(['E']); (['CN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'C')",00:00.008152
"(['E']); (['DN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'D')",00:00.007556
"(['E']); (['EN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'E')",00:00.012154
"(['E']); (['FN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDE', 'F')",00:00.012838
"(['F']); (['AN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'A')",00:00.015880
"(['F']); (['BN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'B')",00:00.015514
"(['F']); (['CN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'C')",00:00.017431
"(['F']); (['DN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'D')",00:00.009854
"(['F']); (['EN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'E')",00:00.011705
"(['F']); (['FN', 'A', 'B', 'C', 'D'])",0.0,"('ABCDF', 'F')",00:00.009879
"(['F']); (['AN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'A')",00:00.008266
"(['F']); (['BN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'B')",00:00.010796
"(['F']); (['CN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'C')",00:00.009319
"(['F']); (['DN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'D')",00:00.009075
"(['F']); (['EN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'E')",00:00.009375
"(['F']); (['FN', 'A', 'B', 'C', 'E'])",0.0,"('ABCEF', 'F')",00:00.010615
"(['F']); (['AN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'A')",00:00.011197
"(['F']); (['BN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'B')",00:00.010123
"(['F']); (['CN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'C')",00:00.013714
"(['F']); (['DN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'D')",00:00.012805
"(['F']); (['EN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'E')",00:00.011673
"(['F']); (['FN', 'A', 'B', 'D', 'E'])",0.0,"('ABDEF', 'F')",00:00.009271
"(['F']); (['AN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'A')",00:00.010819
"(['F']); (['BN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'B')",00:00.009870
"(['F']); (['CN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'C')",00:00.009389
"(['F']); (['DN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'D')",00:00.009365
"(['F']); (['EN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'E')",00:00.012187
"(['F']); (['FN', 'A', 'C', 'D', 'E'])",0.0,"('ACDEF', 'F')",00:00.012301
"(['F']); (['AN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'A')",00:00.015976
"(['F']); (['BN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'B')",00:00.015175
"(['F']); (['CN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'C')",00:00.012065
"(['F']); (['DN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'D')",00:00.015217
"(['F']); (['EN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'E')",00:00.014077
"(['F']); (['FN', 'B', 'C', 'D', 'E'])",0.0,"('BCDEF', 'F')",00:00.014313
"(['E']); (['AN', 'BN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'AB')",00:00.041950
"(['E']); (['AN', 'CN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'AC')",00:00.039595
"(['E']); (['AN', 'DN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'AD')",00:00.038838
"(['E']); (['AN', 'EN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'AE')",00:00.033165
"(['E']); (['AN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'AF')",00:00.028604
"(['E']); (['BN', 'CN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'BC')",00:00.038726
"(['E']); (['BN', 'DN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'BD')",00:00.027299
"(['E']); (['BN', 'EN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'BE')",00:00.029919
"(['E']); (['BN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'BF')",00:00.035830
"(['E']); (['CN', 'DN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'CD')",00:00.035827
"(['E']); (['CN', 'EN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'CE')",00:00.032984
"(['E']); (['CN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'CF')",00:00.035875
"(['E']); (['DN', 'EN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'DE')",00:00.028592
"(['E']); (['DN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'DF')",00:00.031814
"(['E']); (['EN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDE', 'EF')",00:00.036263
"(['F']); (['AN', 'BN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'AB')",00:00.029910
"(['F']); (['AN', 'CN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'AC')",00:00.019875
"(['F']); (['AN', 'DN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'AD')",00:00.019355
"(['F']); (['AN', 'EN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'AE')",00:00.020689
"(['F']); (['AN', 'FN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'AF')",00:00.029033
"(['F']); (['BN', 'CN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'BC')",00:00.043246
"(['F']); (['BN', 'DN', 'A', 'B', 'C', 'D'])",0.25,"('ABCDF', 'BD')",00:00.026807
